"id_curriculo";"codigo";"nome_matriz";"id_curso";"nome_curso";"semestre_conclusao_minimo";"semestre_conclusao_ideal";"semestre_conclusao_maximo";"meses_conclusao_minimo";"meses_conclusao_ideal";"meses_conclusao_maximo";"cr_total_minimo";"ch_total_minima";"ch_optativas_minima";"ch_complementar_minima";"max_eletivos";"ch_nao_atividade_obrigatoria";"cr_nao_atividade_obrigatorio";"ch_atividade_obrigatoria";"cr_minimo_semestre";"cr_ideal_semestre";"cr_maximo_semestre";"ch_minima_semestre";"ch_ideal_semestre";"ch_maxima_semestre";"periodo_entrada_vigor";"ano_entrada_vigor";"observacao";
"98231790";"OFT0003";"";"5036045";"RESIDÊNCIA MÉDICA EM OFTALMOLOGIA";"6";"6";"6";"";"";"";"0";"156";"96";"";"0";"0";"0";"60";"20";"20";"22";"1440";"";"";"1";"2013";"";
"98273998";"OTG005";"";"5036046";"RESIDÊNCIA MÉDICA EM OTORRINOLARINGOLOGIA";"1";"1";"6";"";"";"";"0";"60";"0";"";"0";"0";"0";"60";"";"";"";"0";"";"";"1";"2013";"";
"103292410";"RSF";"";"93262777";"PROGRAMA DE RESIDÊNCIA MÉDICA EM MEDICINA DA FAMÍLIA E COMUNIDADE";"24";"24";"24";"";"";"";"0";"877";"307";"";"0";"365";"0";"205";"";"";"";"77";"";"";"1";"2012";"";
"105864929";"enp0010";"";"5036032";"RESIDÊNCIA MÉDICA EM ENDOCRINOLOGIA PEDIÁTRICA";"3";"3";"3";"";"";"";"0";"17";"0";"";"0";"2";"0";"0";"";"";"";"0";"";"";"1";"2010";"";
"103558719";"1";"";"5036040";"RESIDÊNCIA MÉDICA EM MEDICINA DE FAMÍLIA E COMUNIDADE";"24";"24";"24";"";"";"";"0";"34";"0";"";"0";"34";"0";"0";"1";"2";"4";"1260";"";"";"1";"2014";"";
"91849384";"MEG";"";"5036033";"RESIDÊNCIA MÉDICA EM ENDOSCOPIA GINECOLÓGICA";"11";"12";"13";"";"";"";"0";"120";"0";"";"0";"0";"0";"320";"";"";"";"0";"";"";"1";"2012";"";
"106232662";"OFT0004";"";"5036045";"RESIDÊNCIA MÉDICA EM OFTALMOLOGIA";"6";"6";"6";"";"";"";"8";"216";"96";"";"0";"120";"8";"0";"20";"20";"22";"1440";"";"";"2";"2014";"";
"106302120";"ANE0002";"";"5036027";"RESIDÊNCIA MÉDICA EM ANESTESIOLOGIA";"12";"12";"12";"";"";"";"0";"0";"0";"";"0";"0";"0";"0";"";"";"";"0";"";"";"1";"2012";"";
"109727260";"TESTE";"";"5036038";"RESIDÊNCIA MÉDICA EM GINECOLOGIA E OBSTETRÍCIA";"36";"36";"40";"";"";"";"0";"40";"0";"";"0";"0";"0";"40";"";"";"";"0";"";"";"1";"2015";"";
"116503193";"2016BMF";"";"5036023";"RESIDÊNCIA EM CIRURGIA E TRAUMATOLOGIA BUCO-MAXILO-FACIAIS";"36";"36";"48";"";"";"";"20";"9630";"60";"";"0";"380";"20";"1210";"96";"96";"96";"1440";"";"";"1";"2016";"";
"116879919";"AB2016";"";"116724075";"RESIDÊNCIA EM ATENÇÃO BÁSICA/RESATBAS/EMCM";"24";"24";"24";"";"";"";"0";"4165";"0";"";"0";"2203";"0";"1962";"";"";"";"0";"";"";"1";"2016";"";
"116948928";"RMI2016";"";"116724074";"RESIDÊNCIA EM SAÚDE MATERNO-INFANTIL/RESSMI/EMCM";"24";"24";"24";"";"";"";"0";"4029";"0";"";"0";"2475";"0";"1554";"";"";"";"0";"";"";"1";"2016";"";
"117108458";"MFCEMCM";"";"116724071";"RESIDÊNCIA MÉDICA EM MEDICINA DE FAMÍLIA E COMUNIDADE/RESMMFC/EMCM";"24";"24";"36";"";"";"";"0";"2880";"0";"";"0";"2880";"0";"0";"";"";"";"1440";"";"";"1";"2017";"";
"117116286";"CIREMCM";"";"116724072";"RESIDÊNCIA MÉDICA EM CIRURGIA GERAL/RESCIRG/EMCM";"24";"24";"36";"";"";"";"0";"2880";"0";"";"0";"2880";"0";"0";"";"";"";"1440";"";"";"1";"2016";"";
"118156955";"CG20161";"";"5036028";"RESIDÊNCIA MÉDICA EM CIRURGIA GERAL";"5";"6";"7";"";"";"";"126";"3125";"0";"";"0";"1890";"126";"885";"";"";"";"1440";"";"";"1";"2016";"";
"118835536";"01";"COMUNICAÇÃO SOCIAL- PUBLICIDADE E PROPAGANDA - NATAL - N";"118834827";"COMUNICAÇÃO SOCIAL- PUBLICIDADE E PROPAGANDA";"9";"9";"12";"";"";"";"134";"2780";"420";"250";"240";"2010";"134";"100";"";"";"";"45";"";"0";"1";"2016";"";
"104836701";"01";"MEDICINA - CAICÓ - MTN - FORMAÇÃO";"104831949";"MEDICINA";"12";"12";"18";"";"";"";"0";"7560";"760";"380";"240";"5580";"0";"840";"8";"32";"40";"1";"";"0";"2";"2014";"";
"91635229";"MGO";"";"5036038";"RESIDÊNCIA MÉDICA EM GINECOLOGIA E OBSTETRÍCIA";"35";"36";"37";"";"";"";"0";"165";"0";"";"0";"0";"0";"1180";"";"";"";"0";"";"";"1";"2012";"";
"100669";"01";"COMUNICAÇÃO SOCIAL - NATAL - RADIALISMO - N - BACHARELADO";"2000016";"COMUNICAÇÃO SOCIAL";"8";"9";"14";"";"";"";"151";"2760";"270";"0";"240";"2265";"151";"225";"1";"98";"99";"1";"0";"0";"1";"2002";"";
"100762";"01";"COMUNICAÇÃO SOCIAL - NATAL - RADIALISMO - T - BACHARELADO";"2000016";"COMUNICAÇÃO SOCIAL";"8";"9";"14";"";"";"";"151";"2760";"270";"0";"240";"2265";"151";"225";"1";"98";"99";"1";"0";"0";"1";"2005";"";
"100668";"03";"COMUNICAÇÃO SOCIAL - NATAL - JORNALISMO - N - BACHARELADO";"2000016";"COMUNICAÇÃO SOCIAL";"8";"9";"14";"";"";"";"136";"2715";"450";"0";"240";"2040";"136";"225";"1";"98";"99";"1";"0";"0";"1";"2002";"";
"100761";"03";"COMUNICAÇÃO SOCIAL - NATAL - JORNALISMO - T - BACHARELADO";"2000016";"COMUNICAÇÃO SOCIAL";"8";"9";"14";"";"";"";"136";"2715";"450";"0";"240";"2040";"136";"225";"1";"98";"99";"15";"0";"0";"1";"2005";"";
"118737828";"RMNRL";"";"5036043";"RESIDÊNCIA MÉDICA EM NEUROLOGIA";"33";"36";"42";"";"";"";"0";"7888";"0";"";"0";"0";"0";"7888";"";"";"";"0";"";"";"1";"2016";"";
"122903747";"AB2017";"";"116724075";"RESIDÊNCIA EM ATENÇÃO BÁSICA/RESATBAS/EMCM";"24";"24";"30";"";"";"";"0";"4225";"0";"";"0";"2113";"0";"2112";"";"";"";"0";"";"";"1";"2017";"";
"122908758";"ami15";"";"5036021";"RESIDÊNCIA EM ASSISTÊNCIA MATERNO-INFANTIL";"24";"24";"24";"";"";"";"0";"5670";"210";"";"0";"687";"0";"4773";"";"";"";"60";"";"";"1";"2015";"";
"509953430";"ASC0200";"";"5036022";"RESIDÊNCIA EM ATENÇÃO À SAÚDE DA CRIANÇA";"24";"24";"30";"";"";"";"0";"5640";"322";"";"0";"710";"0";"4608";"";"";"";"0";"";"";"1";"2014";"";
"122949576";"RMI2017";"";"116724074";"RESIDÊNCIA EM SAÚDE MATERNO-INFANTIL/RESSMI/EMCM";"24";"24";"24";"";"";"";"0";"1295";"0";"";"0";"1015";"0";"252";"";"";"";"0";"";"";"1";"2017";"";
"118738304";"neo";"";"5036041";"RESIDÊNCIA MÉDICA EM NEONATOLOGIA";"24";"24";"36";"";"";"";"0";"165";"240";"";"0";"0";"0";"480";"";"";"";"2880";"";"";"1";"1983";"";
"118568790";"PAT0123";"";"5048042";"RESIDÊNCIA MÉDICA EM PATOLOGIA";"36";"36";"36";"";"";"";"0";"3492";"576";"";"0";"1260";"0";"4695";"";"";"";"2880";"";"";"1";"2015";"";
"122877028";"TIN05";"";"5036025";"RESIDÊNCIA EM TERAPIA INTENSIVA NEONATAL";"24";"24";"28";"";"";"";"0";"2136";"0";"";"0";"750";"0";"4348";"";"";"";"0";"";"";"1";"2017";"";
